GramPanchayatName,IHHLTotalAsPerDetails,IHHLTotalAch,Standard of living index,Standard of living state rank,Health index,Health state rank,Education index,Education state rank,HDI,HDI state rank
b.matakere,2198.0,1868.0,0.1747,1548.0,0.9758,2796.0,0.6634,3006.0,0.4836,1581.0
beechanahalli,2176.0,1843.0,0.1837,1327.0,0.951,4134.0,0.7257,847.0,0.5024,1181.0
bheemanahalli,1276.0,1218.0,0.1725,1616.0,0.9758,2796.0,0.6733,2680.0,0.4839,1574.0
chakkodanahalli,2365.0,1874.0,0.1572,2068.0,0.9758,2796.0,0.7109,1329.0,0.4777,1718.0
chikkereyuru,1772.0,1261.0,0.1768,1497.0,1.0,1.0,0.6116,4432.0,0.4764,1764.0
d.b.kuppe,1516.0,1034.0,0.1888,1229.0,1.0,1.0,0.6582,3189.0,0.499,1246.0
g.b.saragur,1703.0,1134.0,0.1867,1272.0,0.9758,2796.0,0.6279,4060.0,0.4854,1545.0
hampapura,1635.0,1391.0,0.18100000000000002,1395.0,0.951,4134.0,0.6223,4202.0,0.4749,1812.0
hanchipura,984.0,832.0,0.1836,1331.0,0.951,4134.0,0.6487,3510.0,0.4839,1577.0
hebbalaguppe,1641.0,1297.0,0.1506,2296.0,0.951,4134.0,0.7223,963.0,0.4694,1945.0
hegganur,1444.0,1137.0,0.1606,1965.0,0.8992,5081.0,0.6738,2656.0,0.4599,2249.0
hyrige,1682.0,1181.0,0.1452,2506.0,1.0,1.0,0.621,4232.0,0.4484,2638.0
k.belthur,1445.0,948.0,0.1582,2038.0,0.8443,5544.0,0.6237,4164.0,0.4368,3044.0
kallambalu,1408.0,740.0,0.1346,2953.0,1.0,1.0,0.7751,93.0,0.4707,1910.0
kanchamalli,1503.0,734.0,0.1995,1011.0,0.8992,5081.0,0.6691,2811.0,0.4933,1374.0
kyathanahalli,1471.0,830.0,0.1931,1149.0,1.0,1.0,0.6061,4534.0,0.4892,1485.0
m.c.thalalu,1059.0,613.0,0.1492,2358.0,1.0,1.0,0.7206,1015.0,0.4755,1793.0
manuganahalli,2029.0,1085.0,0.1652,1833.0,0.951,4134.0,0.6931,1962.0,0.4775,1727.0
mullur,2702.0,2416.0,0.1423,2629.0,0.9758,2796.0,0.6543,3335.0,0.4495,2602.0
n.begur,1696.0,988.0,0.1791,1438.0,1.0,1.0,0.6675,2868.0,0.4926,1392.0
n.belthur,1757.0,919.0,0.2032,939.0,0.9758,2796.0,0.6546,3321.0,0.5063,1106.0
naganahalli,1930.0,1662.0,0.2413,449.0,0.9758,2796.0,0.6341,3898.0,0.5305,686.0
nooralakuppe,1949.0,1183.0,0.165,1839.0,1.0,1.0,0.6608,3103.0,0.4777,1717.0
sagare,2469.0,1889.0,0.1852,1299.0,0.9758,2796.0,0.7104,1353.0,0.5045,1135.0
savve,1620.0,1456.0,0.1991,1020.0,1.0,1.0,0.6682,2839.0,0.5105,1031.0
thumbasoge,1297.0,836.0,0.1658,1815.0,0.951,4134.0,0.6798,2451.0,0.475,1808.0
aspathrekaval,2288.0,2283.0,0.2047,904.0,0.951,4134.0,0.6235,4169.0,0.4951,1330.0
bannikuppe,1434.0,1398.0,0.1911,1190.0,0.9758,2796.0,0.5838,4881.0,0.4775,1730.0
beejaganahalli,622.0,599.0,0.1575,2062.0,1.0,1.0,0.6831,2338.0,0.4756,1790.0
bilikere,548.0,540.0,0.1744,1562.0,0.9758,2796.0,0.6679999999999999,2854.0,0.4844,1561.0
bolanahalli,1532.0,1449.0,0.1362,2884.0,1.0,1.0,0.6688,2822.0,0.4499,2589.0
challahalli,1846.0,1792.0,0.1756,1520.0,0.951,4134.0,0.5816,4920.0,0.4597,2255.0
chilkunda,1596.0,1485.0,0.2207,666.0,1.0,1.0,0.6703,2778.0,0.5289,714.0
dharmapura,1396.0,1391.0,0.18600000000000003,1286.0,0.9758,2796.0,0.6255,4123.0,0.4842,1569.0
dodda hejjur,1511.0,1183.0,0.1791,1441.0,0.9758,2796.0,0.6607,3107.0,0.4869,1524.0
gagenahalli,438.0,412.0,0.1564,2091.0,0.9758,2796.0,0.6279,4062.0,0.4576,2323.0
gavadagere,679.0,658.0,0.1901,1210.0,1.0,1.0,0.7019,1634.0,0.511,1022.0
govindanahalli,900.0,846.0,0.1589,2015.0,0.951,4134.0,0.6248,4141.0,0.4554,2388.0
halebeedu,1186.0,1166.0,0.1674,1763.0,0.951,4134.0,0.6488,3506.0,0.4692,1952.0
hanagodu,1404.0,1357.0,0.1992,1019.0,1.0,1.0,0.4942,5610.0,0.4617,2187.0
harave,1531.0,1451.0,0.2044,912.0,0.8992,5081.0,0.7297,728.0,0.5119,1007.0
hirikyathanahalli,1487.0,1323.0,0.1613,1952.0,0.951,4134.0,0.6646,2960.0,0.4671,2021.0
karanakuppe,1109.0,946.0,0.1975,1054.0,0.9758,2796.0,0.6913,2037.0,0.5108,1028.0
karimuddanahalli,1614.0,1569.0,0.1975,1053.0,1.0,1.0,0.6325,3940.0,0.4999,1233.0
kothegala,652.0,651.0,0.1747,1549.0,1.0,1.0,0.6687,2824.0,0.4888,1493.0
maradur,1984.0,1820.0,0.1319,3090.0,1.0,1.0,0.6441,3636.0,0.4396,2949.0
mulluru,3231.0,3161.0,0.1871,1261.0,1.0,1.0,0.6009,4623.0,0.4826,1604.0
neralakuppe,1789.0,1504.0,0.1953,1105.0,0.8992,5081.0,0.7045,1551.0,0.4983,1266.0
singaramaranahalli,1418.0,1319.0,0.1915,1182.0,1.0,1.0,0.6701,2785.0,0.5044,1136.0
thattekere,1057.0,990.0,0.2389,474.0,1.0,1.0,0.7107,1339.0,0.5537,396.0
uddur kaval,1190.0,1131.0,0.203,944.0,1.0,1.0,0.7096,1386.0,0.5242,790.0
ummathur,748.0,685.0,0.1269,3328.0,1.0,1.0,0.7122,1277.0,0.4488,2623.0
uyyigowdanahalli,1448.0,1318.0,0.1815,1376.0,0.8359,5608.0,0.5861,4846.0,0.4463,2706.0
ankanahally,2417.0,2186.0,0.1263,3343.0,1.0,1.0,0.6885,2142.0,0.44299999999999995,2834.0
bheriya,1844.0,1388.0,0.1131,3903.0,1.0,1.0,0.6489,3501.0,0.4187,3643.0
byadarahally,1474.0,1054.0,0.1472,2435.0,1.0,1.0,0.6976,1800.0,0.4683,1983.0
chandagalu,1783.0,1272.0,0.1915,1181.0,1.0,1.0,0.6572,3215.0,0.5012,1207.0
channamgere,1180.0,802.0,0.1599,1987.0,0.7905,5744.0,0.6337,3905.0,0.431,3240.0
doranahally(doddakoppalu),1972.0,1640.0,0.1648,1847.0,0.951,4134.0,0.5937,4748.0,0.4532,2475.0
gandhanahally,910.0,656.0,0.11800000000000001,3691.0,1.0,1.0,0.6714,2739.0,0.4294,3297.0
haliyur,1105.0,986.0,0.1537,2187.0,1.0,1.0,0.7119,1292.0,0.4783,1696.0
hanasoge,1361.0,1361.0,0.2075,866.0,1.0,1.0,0.6256,4121.0,0.5063,1107.0
haradanahally,1190.0,966.0,0.1845,1308.0,0.951,4134.0,0.5706,5057.0,0.4643,2105.0
hebbalu,1051.0,951.0,0.203,943.0,0.9758,2796.0,0.7103,1363.0,0.5201,850.0
hompapura,1855.0,1659.0,0.1491,2365.0,0.951,4134.0,0.6153,4353.0,0.4435,2807.0
honnenahally,1510.0,871.0,0.1671,1774.0,0.8443,5544.0,0.6151,4357.0,0.4427,2847.0
hosaagrahara,1021.0,704.0,0.1674,1761.0,1.0,1.0,0.6513,3424.0,0.4778,1714.0
hosakote,1052.0,712.0,0.1872,1255.0,0.9758,2796.0,0.6679,2859.0,0.496,1312.0
karpoorvally,1484.0,801.0,0.18600000000000003,1285.0,0.9758,2796.0,0.6489,3499.0,0.4902,1447.0
kesthur,927.0,569.0,0.2022,957.0,0.951,4134.0,0.6457,3595.0,0.4989,1253.0
kesthur,927.0,569.0,0.126,3357.0,1.0,1.0,0.6771,2541.0,0.4402,2918.0
kuppehantha(chunchanakatte),713.0,592.0,0.2293,566.0,1.0,1.0,0.6862,2220.0,0.5399,575.0
lalandevanahally,2227.0,1635.0,0.19699999999999998,1063.0,1.0,1.0,0.6488,3507.0,0.5037,1148.0
mavattur,1222.0,823.0,0.1583,2034.0,1.0,1.0,0.6448,3613.0,0.4674,2016.0
mayigowdanahally,1958.0,1702.0,0.1875,1251.0,0.9758,2796.0,0.6553,3297.0,0.4931,1378.0
mirle,1880.0,1376.0,0.1092,4054.0,0.9758,2796.0,0.5639,5131.0,0.3917,4354.0
munjanahally,768.0,576.0,0.1723,1620.0,0.8443,5544.0,0.6273,4080.0,0.4502,2576.0
saligrama,1427.0,1005.0,0.0966,4547.0,1.0,1.0,0.6181,4287.0,0.3909,4365.0
thandre,1505.0,755.0,0.1644,1861.0,1.0,1.0,0.6352,3878.0,0.4709,1906.0
thippur,1363.0,951.0,0.1835,1335.0,1.0,1.0,0.672,2720.0,0.4977,1278.0
belawadi,1167.0,1167.0,0.2635,255.0,1.0,1.0,0.7253,857.0,0.5760000000000001,216.0
dhanagalli,2043.0,1726.0,0.2005,995.0,0.8135,5711.0,0.4996,5584.0,0.4335,3161.0
doddamaragowdanahalli,2597.0,1951.0,0.1988,1026.0,0.8155,5661.0,0.5358,5388.0,0.4429,2842.0
doora,1265.0,752.0,0.2305,556.0,1.0,1.0,0.5953,4717.0,0.5158,924.0
gungaralachathra,2921.0,1848.0,0.221,664.0,0.9758,2796.0,0.6036,4581.0,0.5068,1088.0
hanchya,840.0,821.0,0.2385,477.0,0.9758,2796.0,0.7609999999999999,176.0,0.5616,312.0
harohalli,3074.0,1814.0,0.249,376.0,1.0,1.0,0.6216,4216.0,0.5369,614.0
harohalli (mallahalli),1333.0,781.0,0.2138,770.0,0.9758,2796.0,0.6675,2869.0,0.5184,880.0
hinkal,0.0,0.0,0.2292,567.0,1.0,1.0,0.6545,3324.0,0.5314,675.0
jayapura,2142.0,1583.0,0.2088,846.0,0.8359,5608.0,0.726,830.0,0.5023,1182.0
kadakola,2231.0,2020.0,0.2092,839.0,0.8443,5544.0,0.664,2985.0,0.4895,1473.0
keelanapura,2265.0,1294.0,0.2189,683.0,1.0,1.0,0.6969,1826.0,0.5343,636.0
koorgalli,1785.0,1785.0,0.1947,1119.0,0.9758,2796.0,0.7202,1032.0,0.5153,940.0
marballi,1206.0,577.0,0.1961,1086.0,0.9255,4748.0,0.743,430.0,0.5128,992.0
mosambayanahalli,1535.0,807.0,0.2272,586.0,0.9758,2796.0,0.6575,3203.0,0.5263,751.0
nagawala,1319.0,986.0,0.2514,351.0,1.0,1.0,0.6701,2786.0,0.5523,416.0
rammanahalli,1698.0,537.0,0.2865,146.0,1.0,1.0,0.6725,2704.0,0.5776,206.0
siddalingapura,2841.0,2841.0,0.244,427.0,1.0,1.0,0.5749,5010.0,0.5196,861.0
sindhuvalli,2461.0,1506.0,0.2286,573.0,1.0,1.0,0.6098,4462.0,0.5185,879.0
someshwarapura,1719.0,725.0,0.2255,609.0,0.8722,5365.0,0.6558,3280.0,0.5053,1118.0
udbur,2394.0,572.0,0.2867,145.0,1.0,1.0,0.6442,3634.0,0.5695,251.0
vajamangala,1377.0,522.0,0.2173,712.0,1.0,1.0,0.6339,3900.0,0.5164,914.0
varuna,2324.0,1709.0,0.2406,455.0,1.0,1.0,0.5977,4677.0,0.5239,794.0
yadakola,1715.0,1074.0,0.2295,564.0,1.0,1.0,0.6424,3670.0,0.5283,722.0
yelawala,505.0,233.0,0.1856,1291.0,0.9758,2796.0,0.6604,3121.0,0.4927,1389.0
badanavalu,1692.0,936.0,0.0894,4823.0,1.0,1.0,0.6651,2943.0,0.3904,4379.0
dasanur,1947.0,719.0,0.1322,3073.0,0.9758,2796.0,0.6398,3741.0,0.4354,3091.0
deburu,1901.0,1389.0,0.2049,899.0,0.9758,2796.0,0.6379,3797.0,0.5034,1155.0
devarasanahalli,2493.0,1793.0,0.1992,1017.0,0.9758,2796.0,0.5984,4661.0,0.4881,1508.0
devarayashettypura,2020.0,897.0,0.2005,996.0,0.951,4134.0,0.6365,3845.0,0.4951,1331.0
deviramanahalli,1706.0,1706.0,0.1679,1740.0,1.0,1.0,0.6928,1975.0,0.4882,1507.0
doddakowlande,1957.0,1148.0,0.1733,1594.0,1.0,1.0,0.4986,5586.0,0.4421,2872.0
duggahalli,1903.0,1013.0,0.1783,1460.0,0.951,4134.0,0.6191,4267.0,0.4717,1881.0
hadinaru,1917.0,1499.0,0.2038,926.0,1.0,1.0,0.5965,4693.0,0.4954,1323.0
hadya,1055.0,642.0,0.192,1170.0,1.0,1.0,0.7326,647.0,0.5201,851.0
haginavalu,2158.0,804.0,0.1834,1341.0,1.0,1.0,0.5358,5389.0,0.4615,2192.0
hallare,2076.0,867.0,0.1568,2078.0,0.9255,4748.0,0.6364,3849.0,0.452,2517.0
haradanahalli,2019.0,914.0,0.2062,881.0,0.9758,2796.0,0.5944,4735.0,0.4927,1391.0
hedathale,2022.0,753.0,0.1813,1384.0,1.0,1.0,0.6832,2337.0,0.4985,1262.0
hediyala,2787.0,1728.0,0.1492,2357.0,1.0,1.0,0.6425,3667.0,0.4577,2320.0
heggadahalli,1775.0,930.0,0.1623,1922.0,0.9758,2796.0,0.6353,3871.0,0.4651,2083.0
hemmaragala,1577.0,642.0,0.2097,831.0,1.0,1.0,0.5961,4699.0,0.5,1230.0
horalavadi,2388.0,1132.0,0.1838,1323.0,1.0,1.0,0.6731,2687.0,0.4983,1267.0
hulimavu,2000.0,1570.0,0.1906,1197.0,0.9255,4748.0,0.6925,1980.0,0.4962,1306.0
hullahalli,1391.0,1147.0,0.0256,5871.0,1.0,1.0,0.789,3.0,0.2722,5832.0
hura,1382.0,726.0,0.1482,2391.0,0.9758,2796.0,0.5317,5421.0,0.4252,3431.0
karya,1751.0,931.0,0.2137,774.0,0.9758,2796.0,0.6771,2540.0,0.5207,843.0
kasuvinahalli,2034.0,738.0,0.2131,782.0,1.0,1.0,0.5849,4865.0,0.4995,1237.0
konanur,1399.0,886.0,0.1406,2698.0,1.0,1.0,0.7723,107.0,0.4771,1743.0
kudalapura,1976.0,625.0,0.1737,1585.0,1.0,1.0,0.6167,4320.0,0.475,1810.0
kurihundi,1624.0,846.0,0.2144,760.0,1.0,1.0,0.6479,3528.0,0.5179,889.0
mallupura,1991.0,1308.0,0.1621,1926.0,0.951,4134.0,0.6299,4005.0,0.4597,2257.0
maraluru,1743.0,956.0,0.1931,1150.0,1.0,1.0,0.5481,5289.0,0.473,1853.0
nagarle,2160.0,974.0,0.1988,1025.0,0.9758,2796.0,0.6962,1854.0,0.5131,986.0
naviluru,2336.0,781.0,0.2092,841.0,0.8992,5081.0,0.6997,1719.0,0.5087,1063.0
nerale,1239.0,696.0,0.1736,1586.0,1.0,1.0,0.7037,1575.0,0.4962,1308.0
shiramalli,2767.0,2162.0,0.1545,2169.0,0.951,4134.0,0.7462,379.0,0.4786,1688.0
sinduvalli,1879.0,752.0,0.1778,1474.0,1.0,1.0,0.6973,1811.0,0.4986,1259.0
suthur,2575.0,1639.0,0.1616,1942.0,0.951,4134.0,0.672,2721.0,0.4692,1954.0
tagadur,1686.0,927.0,0.1905,1200.0,1.0,1.0,0.5617,5160.0,0.4748,1818.0
thandavapura,1975.0,1975.0,0.1781,1465.0,0.951,4134.0,0.6064,4528.0,0.4683,1985.0
thayuru,1908.0,854.0,0.1626,1913.0,1.0,1.0,0.6392,3758.0,0.4701,1930.0
thumnerale,1109.0,592.0,0.1947,1118.0,1.0,1.0,0.6871,2190.0,0.5114,1014.0
attigodu,1932.0,953.0,0.1659,1811.0,1.0,1.0,0.7335,617.0,0.4955,1321.0
bettadapura,1305.0,1264.0,0.1306,3153.0,1.0,1.0,0.7862,52.0,0.4683,1986.0
bettadatunga,1621.0,894.0,0.1673,1768.0,1.0,1.0,0.7158,1163.0,0.4929,1382.0
bylakuppe,2285.0,2234.0,0.1579,2044.0,1.0,1.0,0.5558,5207.0,0.4444,2780.0
chapparadahalli,1417.0,1008.0,0.1955,1101.0,0.9758,2796.0,0.6288,4037.0,0.4932,1376.0
chennakalkavalu,836.0,549.0,0.1517,2246.0,1.0,1.0,0.6907,2050.0,0.4715,1889.0
chikkanerale,1254.0,1016.0,0.1508,2284.0,0.9758,2796.0,0.5927,4759.0,0.4435,2810.0
chittenahalli,1657.0,1119.0,0.1508,2286.0,0.951,4134.0,0.6484,3518.0,0.45299999999999996,2477.0
doddabylalu,2259.0,1545.0,0.1631,1897.0,0.9758,2796.0,0.6513,3423.0,0.4697,1937.0
doddakamaravalli,1580.0,1060.0,0.1412,2682.0,0.951,4134.0,0.6569,3226.0,0.4451,2750.0
handithavalli,1836.0,1094.0,0.204,922.0,0.9255,4748.0,0.6976,1801.0,0.5088,1060.0
hitnehebbagilu,1619.0,1080.0,0.1512,2266.0,0.951,4134.0,0.6961,1859.0,0.4643,2104.0
hunasavadi,1403.0,1051.0,0.1577,2055.0,1.0,1.0,0.7244,884.0,0.4852,1547.0
kampalapura,1585.0,1258.0,0.1134,3887.0,1.0,1.0,0.647,3553.0,0.4187,3644.0
kanagalu,1462.0,1168.0,0.1492,2356.0,0.9758,2796.0,0.6942,1924.0,0.4658,2060.0
kittur,1829.0,1180.0,0.1495,2350.0,0.9758,2796.0,0.6612,3088.0,0.4586,2291.0
komalapura,1097.0,879.0,0.1571,2073.0,0.9758,2796.0,0.6812,2404.0,0.4709,1903.0
makodu,1849.0,1028.0,0.1415,2662.0,0.9758,2796.0,0.6475,3541.0,0.4472,2678.0
malangi,1668.0,1658.0,0.161,1963.0,0.9255,4748.0,0.6655,2933.0,0.4628,2151.0
ramanathatunga,1692.0,846.0,0.1536,2190.0,0.9758,2796.0,0.6303,3996.0,0.4554,2384.0
ravandoor,1390.0,1010.0,0.1799,1420.0,0.951,4134.0,0.6977,1797.0,0.4924,1397.0
benakanahalli,1754.0,1667.0,0.1787,1451.0,1.0,1.0,0.7674,135.0,0.5156,931.0
maliyuru,1505.0,1034.0,0.1021,4319.0,1.0,1.0,0.3803,5851.0,0.3387,5336.0
hegganduru,1334.0,1314.0,0.2021,960.0,0.9758,2796.0,0.6718,2727.0,0.5098,1042.0
kiranguru,1109.0,1009.0,0.1395,2749.0,0.9758,2796.0,0.6088,4489.0,0.436,3070.0
bachegowdanahalli,786.0,429.0,0.1693,1706.0,0.9255,4748.0,0.6927,1977.0,0.47700000000000004,1747.0
itna,708.0,397.0,0.1598,1989.0,1.0,1.0,0.728,786.0,0.4882,1506.0
moduru,1381.0,1275.0,0.1078,4106.0,0.951,4134.0,0.6657,2928.0,0.4087,3926.0
jabagere,905.0,897.0,0.1048,4212.0,1.0,1.0,0.7156,1171.0,0.4217,3546.0
hadanuru,1053.0,523.0,0.1513,2262.0,1.0,1.0,0.7037,1579.0,0.474,1836.0
hosaholalu,1060.0,525.0,0.1674,1760.0,1.0,1.0,0.5831,4893.0,0.4605,2228.0
arjunahalli,763.0,529.0,0.2017,970.0,1.0,1.0,0.6849,2277.0,0.5169,908.0
varakodu,773.0,572.0,0.196,1089.0,0.951,4134.0,0.5626,5143.0,0.4716,1884.0
haraduru,942.0,598.0,0.1631,1894.0,0.951,4134.0,0.6384,3782.0,0.4627,2157.0
haranahalli,1391.0,890.0,0.1997,1009.0,1.0,1.0,0.7231,924.0,0.5247,779.0
punadahalli,1012.0,502.0,0.1275,3298.0,0.951,4134.0,0.6733,2679.0,0.4338,3143.0
avarthi,1688.0,1516.0,0.1517,2253.0,1.0,1.0,0.6229,4190.0,0.4554,2382.0
aldur,1970.0,1970.0,0.239,471.0,0.9255,4748.0,0.7021,1628.0,0.5375,602.0
allampura,1054.0,1054.0,0.2635,254.0,1.0,1.0,0.7439,416.0,0.5809,185.0
amble,880.0,880.0,0.2014,980.0,0.9758,2796.0,0.616,4331.0,0.4947,1342.0
anooru,1153.0,1153.0,0.1668,1783.0,0.9758,2796.0,0.6925,1981.0,0.483,1595.0
avuthi,478.0,478.0,0.0973,4518.0,0.951,4134.0,0.6429,3655.0,0.3904,4374.0
basaravalli,601.0,601.0,0.1498,2330.0,0.951,4134.0,0.7307,693.0,0.4704,1922.0
baskal,692.0,692.0,0.1876,1248.0,1.0,1.0,0.6966,1836.0,0.5075,1077.0
beekanahalli,648.0,648.0,0.2532,333.0,1.0,1.0,0.7319,663.0,0.5701,246.0
belavadi,1087.0,1087.0,0.1706,1663.0,0.8722,5365.0,0.7487,329.0,0.4812,1629.0
bidare,583.0,583.0,0.1886,1234.0,1.0,1.0,0.7253,860.0,0.5153,939.0
bilekallahalli,1015.0,1015.0,0.1572,2066.0,0.9758,2796.0,0.7674,136.0,0.4901,1449.0
byaravalli (mallanduru),862.0,862.0,0.2124,792.0,1.0,1.0,0.7551,243.0,0.5433,532.0
byguru,724.0,724.0,0.2044,911.0,0.9758,2796.0,0.7462,380.0,0.53,699.0
dasarahalli,371.0,371.0,0.1302,3175.0,0.8135,5711.0,0.7305,704.0,0.4261,3408.0
devadana,1212.0,1212.0,0.2146,755.0,0.9758,2796.0,0.7028,1602.0,0.528,728.0
doddamagaravalli,695.0,695.0,0.1561,2104.0,0.9758,2796.0,0.6758,2594.0,0.4686,1971.0
enam dattathreyapeeta,268.0,268.0,0.1426,2616.0,0.9758,2796.0,0.7327,641.0,0.4672,2020.0
eswarahalli,860.0,860.0,0.1629,1903.0,0.9758,2796.0,0.7416,451.0,0.4904,1441.0
hariharadahalli,670.0,670.0,0.2186,686.0,0.9758,2796.0,0.6753,2604.0,0.5242,789.0
hiregouja,897.0,897.0,0.1628,1909.0,0.951,4134.0,0.7121,1280.0,0.4795,1671.0
hirekolale,629.0,629.0,0.2,1003.0,0.9758,2796.0,0.76,191.0,0.5293,708.0
huyigere,721.0,721.0,0.23199999999999998,534.0,1.0,1.0,0.6829999999999999,2343.0,0.5411,559.0
indavara,563.0,563.0,0.2173,709.0,0.9255,4748.0,0.6704,2772.0,0.5128,991.0
kadavanthi,381.0,381.0,0.1692,1709.0,1.0,1.0,0.6999,1712.0,0.4911,1421.0
kalasapura,985.0,985.0,0.2016,972.0,1.0,1.0,0.6445,3625.0,0.5065,1103.0
kartikere,1111.0,1111.0,0.2462,401.0,1.0,1.0,0.6761,2583.0,0.5501,440.0
kelagooru,688.0,688.0,0.1473,2432.0,1.0,1.0,0.7301,713.0,0.4756,1792.0
kuduvalli,694.0,694.0,0.2104,825.0,0.9758,2796.0,0.7341,600.0,0.5322,660.0
kurubarabudihalu,511.0,511.0,0.20600000000000002,889.0,1.0,1.0,0.7143,1220.0,0.5279,729.0
lakkammanahalli,932.0,932.0,0.1038,4262.0,1.0,1.0,0.7578,212.0,0.4284,3318.0
lakya,1067.0,1067.0,0.2291,569.0,1.0,1.0,0.6966,1837.0,0.5424,546.0
machenahalli,771.0,771.0,0.1718,1633.0,1.0,1.0,0.7217,982.0,0.4987,1258.0
mailimane,841.0,841.0,0.1866,1275.0,1.0,1.0,0.7417,449.0,0.5172,903.0
malaloor,182.0,182.0,0.2146,756.0,1.0,1.0,0.7181,1097.0,0.5362,620.0
mallenahalli (bindiga),1075.0,1075.0,0.1314,3113.0,0.9758,2796.0,0.7225,952.0,0.4525,2499.0
marle,1498.0,1498.0,0.1668,1782.0,1.0,1.0,0.7314,671.0,0.496,1313.0
melina huluvatthi,270.0,270.0,0.1589,2016.0,1.0,1.0,0.6352,3879.0,0.4656,2069.0
moogthihalli,996.0,996.0,0.2145,758.0,0.9255,4748.0,0.7069,1469.0,0.5197,858.0
mugulavalli,726.0,726.0,0.1182,3680.0,1.0,1.0,0.6613,3084.0,0.4276,3352.0
satthihalli,1642.0,1642.0,0.1945,1123.0,0.951,4134.0,0.7158,1165.0,0.5097,1044.0
shiravase,759.0,759.0,0.1597,1992.0,0.9758,2796.0,0.7256,851.0,0.4836,1580.0
sindigere,801.0,801.0,0.1881,1239.0,1.0,1.0,0.7225,956.0,0.5141,969.0
thalihalla,659.0,659.0,0.1871,1260.0,1.0,1.0,0.7391,498.0,0.5172,904.0
thegur,706.0,706.0,0.2598,277.0,0.9758,2796.0,0.7386,508.0,0.5721,237.0
thogarihunkal,1026.0,1026.0,0.1383,2800.0,0.8359,5608.0,0.5775,4971.0,0.4056,4003.0
vasthare,1000.0,1000.0,0.2005,991.0,0.9758,2796.0,0.708,1433.0,0.5174,898.0
antharagatta,730.0,663.0,0.1382,2803.0,0.9758,2796.0,0.6984,1761.0,0.455,2405.0
asandi,613.0,576.0,0.1733,1597.0,0.9758,2796.0,0.7284,766.0,0.4975,1281.0
ballekere,333.0,318.0,0.1791,1439.0,0.9255,4748.0,0.7152,1184.0,0.4912,1420.0
balliganur,579.0,579.0,0.1791,1440.0,1.0,1.0,0.6933,1956.0,0.4989,1252.0
banur,526.0,526.0,0.1305,3159.0,1.0,1.0,0.7543,252.0,0.4617,2186.0
biluvala,765.0,667.0,0.1271,3315.0,0.9255,4748.0,0.7073,1455.0,0.4366,3053.0
bislehalli,645.0,598.0,0.1568,2077.0,1.0,1.0,0.6828,2350.0,0.4748,1816.0
cheelanahalli,504.0,497.0,0.15,2318.0,1.0,1.0,0.7471,363.0,0.4821,1610.0
chikkadevanur,1015.0,953.0,0.1525,2232.0,0.9758,2796.0,0.7363,559.0,0.4785,1692.0
chikkangala,276.0,276.0,0.1995,1012.0,1.0,1.0,0.7046,1549.0,0.5199,852.0
chowlahiriyur,862.0,841.0,0.1387,2786.0,1.0,1.0,0.7011,1665.0,0.4599,2252.0
ganganahalli,651.0,617.0,0.1379,2820.0,0.9758,2796.0,0.6616,3072.0,0.4465,2697.0
garje,621.0,590.0,0.1321,3077.0,1.0,1.0,0.7494,319.0,0.4626,2160.0
giriyapura,543.0,543.0,0.2026,952.0,1.0,1.0,0.7493,321.0,0.5335,644.0
halikere,645.0,583.0,0.0919,4735.0,1.0,1.0,0.748,345.0,0.4096,3901.0
hirenallur,878.0,814.0,0.131,3133.0,0.9255,4748.0,0.736,568.0,0.4469,2689.0
hochihalli,689.0,678.0,0.1322,3074.0,1.0,1.0,0.7154,1177.0,0.4556,2376.0
hullehalli,509.0,477.0,0.1678,1748.0,0.9255,4748.0,0.6211,4228.0,0.4586,2289.0
jiganehalli,698.0,623.0,0.0999,4413.0,0.9758,2796.0,0.6075,4505.0,0.3898,4393.0
jodithimmapura,678.0,530.0,0.0985,4473.0,1.0,1.0,0.7253,859.0,0.4149,3753.0
k.bidre,1046.0,922.0,0.1634,1889.0,0.9758,2796.0,0.7022,1626.0,0.4819,1615.0
kadurhalli,538.0,460.0,0.2015,976.0,0.9255,4748.0,0.7262,824.0,0.5136,980.0
kalkere,728.0,683.0,0.1438,2567.0,1.0,1.0,0.7034,1589.0,0.4659,2059.0
kamanakere,612.0,565.0,0.1349,2937.0,1.0,1.0,0.6759999999999999,2585.0,0.4501,2582.0
keresanthe,611.0,514.0,0.1134,3892.0,1.0,1.0,0.6617,3068.0,0.4217,3544.0
kunkanadu,885.0,838.0,0.1408,2693.0,1.0,1.0,0.747,368.0,0.4721,1871.0
malleshwara,728.0,550.0,0.1537,2184.0,1.0,1.0,0.7281,779.0,0.4819,1616.0
mathigatta,750.0,732.0,0.1381,2809.0,1.0,1.0,0.6908,2047.0,0.4569,2339.0
nagarahal,876.0,859.0,0.102,4325.0,1.0,1.0,0.653,3365.0,0.4053,4010.0
nidghatta,1322.0,1322.0,0.1532,2216.0,0.951,4134.0,0.6026,4594.0,0.4444,2779.0
niduvalli,692.0,692.0,0.0942,4655.0,1.0,1.0,0.7103,1362.0,0.406,3993.0
panchanahalli,1093.0,1073.0,0.1741,1571.0,0.9758,2796.0,0.7802,73.0,0.5099,1041.0
patnagere,1000.0,917.0,0.1243,3428.0,1.0,1.0,0.6468,3560.0,0.4316,3226.0
